ID,Candidate State,Age Range,Sex,Protected category,Study area,Study Title,Years Experience,Sector,Year of insertion,Year of Recruitment,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,City,Province,Region
71621,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SAINT GREGORY THE GREAT,Salerno,Campania
71636,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,BIELLA,Biella,Piedmont
71641,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
71645,In selection,< 20 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],Others,2023,,,,,,,,,,,,,MILAN,Milan,Lombardy
71659,First contact,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TUSCANIA,Viterbo,Lazio
71660,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,MATERA,Matera,Basilicata
71661,In selection,36 - 40 years,Male,,Mechanical engineering,Five-year degree,[3-5],Automotive,2022,,,,,,,,,,,44-46 K,44-46 K,ROME,Rome,Lazio
71666,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,BRESCIA,Brescia,Lombardy
71668,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CRISPIANO,Taranto,Puglia
71672,First contact,31 - 35 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[7-10],Others,2022,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
71693,In selection,26 - 30 years,Male,,Other humanities subjects,Three-year degree,[1-3],Services and Information Systems,2023,,,,,,,,,,,,,MILAN,Milan,Lombardy
71697,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TARANTO,Taranto,Puglia
71703,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
71710,Hired,26 - 30 years,Male,,electronic Engineering,Three-year degree,[1-3],Others,2021,2021,Milan,Engineering,Consultant,[0-1],,30-32K,Five-year degree,electronic Engineering,Milan,24-26 K,,GENOA,Genoa,Liguria
71727,Imported,20 - 25 years,Female,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MILO,Catania,Sicily
71730,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,PERTOSA,Salerno,Campania
71731,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CUNEO,Cuneo,Piedmont
71733,First contact,> 45 years,Male,,computer engineering,Five-year degree,[+10],Others,2022,,,,,,,,,,,,,PRATO,Prato,Tuscany
71735,First contact,31 - 35 years,Male,,Mechanical engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,POMPEII,Naples,Campania
71736,Hired,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],Others,2019,2023,Turin,Tech Consulting & Solutions,Consultant,[0-1],- 20K,24-26K,High school graduation,Mechanical engineering,Turin,,,BARI,Bari,Puglia
71738,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MONOPOLIES,Bari,Puglia
71741,Imported,20 - 25 years,Male,,electronic Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ASTI,Asti,Piedmont
71747,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,ROME,Rome,Lazio
71761,Imported,36 - 40 years,Female,,computer engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
71764,First contact,> 45 years,Female,,Chemist - Pharmaceutical,Five-year degree,[+10],Life sciences,2022,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
71766,Imported,31 - 35 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
71767,First contact,31 - 35 years,Female,,construction Engineering,Five-year degree,[3-5],Others,2022,,,,,,,,,,,32-34 K,Not available,ROME,Rome,Lazio
71779,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
71781,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,GAIOLA,Cuneo,Piedmont
71791,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
71801,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,GELA,Caltanissetta,Sicily
71804,In selection,40 - 45 years,Male,,computer engineering,master's degree,[+10],Aeronautics,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
71810,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,LEQUILE,Lecce,Puglia
71814,First contact,36 - 40 years,Female,,Energy and Nuclear Engineering,Five-year degree,[7-10],Others,2022,,,,,,,,,,,,,FABRIANO,Ancona,Marche
71820,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,ANDORNO MICCA,Biella,Piedmont
71822,In selection,36 - 40 years,Male,,computer engineering,Five-year degree,[7-10],Others,2021,,,,,,,,,,,34-36 K,,ROME,Rome,Lazio
71825,First contact,< 20 years,Male,,electronic Engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
71833,First contact,26 - 30 years,Male,,electronic Engineering,Three-year degree,[0],,2018,,,,,,,,,,,,,BARI,Bari,Puglia
71839,Vivier,40 - 45 years,Male,,Mechanical engineering,Three-year degree,[+10],Oil and Gas,2019,,,,,,,,,,,26-28 K,26-28 K,BELARUS,(STATE),(OVERSEAS)
71843,In selection,40 - 45 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[+10],Aeronautics,2023,,,,,,,,,,,Not available,Not available,NAPLES,Naples,Campania
71857,First contact,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
71869,First contact,26 - 30 years,Male,,Other scientific subjects,Five-year degree,[3-5],Others,2022,,,,,,,,,,,,,OSSONA,Milan,Lombardy
71880,Imported,20 - 25 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,CASTELLANA GROTTE,Bari,Puglia
71918,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2021,,,,,,,,,,,Not available,Not available,BRESCIA,Brescia,Lombardy
71924,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TAGGIA,Imperia,Liguria
71925,Imported,20 - 25 years,Male,,Management Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
71938,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,PULSANO,Taranto,Puglia
71950,First contact,20 - 25 years,Male,,Automotive Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,MONZUNO,Bologna,Emilia Romagna
71956,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,RESTORED,Catania,Sicily
71962,Imported,20 - 25 years,Male,,Other,Three-year degree,[0],,2022,,,,,,,,,,,,,SYRACUSE,Syracuse,Sicily
71969,Imported,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,L'AQUILA,L'Aquila,Abruzzo
71975,Imported,20 - 25 years,Female,,Management Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,FOSSANO,Cuneo,Piedmont
71980,Imported,26 - 30 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ASTI,Asti,Piedmont
71984,Economic proposal,> 45 years,Male,,Mechanical engineering,Three-year degree,[+10],Oil and Gas,2021,,,,,,,,,,,,,ROMANIA,(STATE),(OVERSEAS)
71993,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,GIOVINAZZO,Bari,Puglia
72011,First contact,26 - 30 years,Male,,Other scientific subjects,High school graduation,[3-5],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72018,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,GIOVINAZZO,Bari,Puglia
72027,Imported,20 - 25 years,Female,,Other,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72038,Imported,31 - 35 years,Female,,Mechanical engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,MASSAFRA,Taranto,Puglia
72046,First contact,26 - 30 years,Female,,electronic Engineering,Five-year degree,[0],Others,2021,,,,,,,,,,,,,ROME,Rome,Lazio
72049,First contact,31 - 35 years,Female,,Chemist - Pharmaceutical,master's degree,[3-5],Life sciences,2022,,,,,,,,,,,,,PAVIA,Pavia,Lombardy
72057,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,RIVOLI,Turin,Piedmont
72060,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72061,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,BARLETTA,Barletta-Andria-Trani,Puglia
72062,Imported,20 - 25 years,Female,,chemical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,COLLEPASSO,Lecce,Puglia
72064,First contact,> 45 years,Male,,Management Engineering,Three-year degree,[+10],Oil and Gas,2021,,,,,,,,,,,,,SLOVAKIA,(STATE),(OVERSEAS)
72065,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,GIFFONI SIX FARMHOUSES,Salerno,Campania
72068,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72075,First contact,> 45 years,Male,,Other,High school graduation,[+10],Services and Information Systems,2021,,,,,,,,,,,,,TREVIGLIO,Bergamo,Lombardy
72076,First contact,26 - 30 years,Male,,electronic Engineering,Three-year degree,[0-1],Automotive,2023,,,,,,,,,,,Not available,Not available,BAGNO A RIPOLI,Florence,Tuscany
72080,In selection,< 20 years,Male,,chemical engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
72083,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MONDOVI',Cuneo,Piedmont
72091,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,TRAPANI,Trapani,Sicily
72093,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CIRIE',Turin,Piedmont
72094,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MONSERRATO,Cagliari,Sardinia
72121,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[1-3],Automotive,2022,,,,,,,,,,,34-36 K,38-40 K,NAPLES,Naples,Campania
72133,Imported,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72135,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PARGHELIA,Vibo-Valentia,Calabria
72143,First contact,40 - 45 years,Male,,Informatics,Five-year degree,[+10],Others,2021,,,,,,,,,,,,,CUNEO,Cuneo,Piedmont
72145,First contact,20 - 25 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,GRAVINA IN PUGLIA,Bari,Puglia
72162,In selection,31 - 35 years,Male,,computer engineering,Three-year degree,[5-7],Defence,2021,,,,,,,,,,,,,ROME,Rome,Lazio
72164,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SETTIMO TORINESE,Turin,Piedmont
72166,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,SAN VINCENZO LA COSTA,Cosenza,Calabria
72176,In selection,> 45 years,Male,,Other,High school graduation,[+10],Oil and Gas,2021,,,,,,,,,,,,,SARROCH,Cagliari,Sardinia
72183,In selection,20 - 25 years,Male,,Mechanical engineering,Five-year degree,[1-3],Automotive,2021,,,,,,,,,,,,,SAN MAURO TORINESE,Turin,Piedmont
72185,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,GAVI,Alessandria,Piedmont
72201,First contact,< 20 years,Male,,Informatics,Three-year degree,[3-5],Services and Information Systems,2022,,,,,,,,,,,,,GERMANY,(STATE),(OVERSEAS)
72214,In selection,26 - 30 years,Female,,Materials Science and Engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,BARI,Bari,Puglia
72217,First contact,< 20 years,Female,,Chemist - Pharmaceutical,Five-year degree,[1-3],Life sciences,2022,,,,,,,,,,,,,ITALY,(STATE),(ITALY)
72220,Hired,> 45 years,Male,,Civil/Civil and Environmental Engineering,Three-year degree,[+10],Oil and Gas,2020,2021,Rome,Engineering,Consultant,[7-10],,,Professional qualification,Other,Milan,,,MATERA,Matera,Basilicata
72227,In selection,> 45 years,Male,,electronic Engineering,Five-year degree,[+10],Telecom,2018,,,,,,,,,,,+ 50 K,+ 50 K,DESENZANO DEL GARDA,Brescia,Lombardy
72229,In selection,< 20 years,Male,,Other humanities subjects,Five-year degree,[0],Others,2023,,,,,,,,,,,,,FRANCE,(STATE),(OVERSEAS)
72249,QM,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72250,First contact,26 - 30 years,Male,,Other scientific subjects,Five-year degree,[5-7],Others,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
72253,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,CALAMANDRANA,Asti,Piedmont
72259,First contact,20 - 25 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,TEVEROLA,Caserta,Campania
72269,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[1-3],Others,2022,,,,,,,,,,,,,PAGANI,Salerno,Campania
72270,In selection,26 - 30 years,Male,,Energy and Nuclear Engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72273,First contact,26 - 30 years,Female,,Other humanities subjects,master's degree,[1-3],Consulting,2023,,,,,,,,,,,,,CHIAVENNA,Sondrio,Lombardy
72281,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[5-7],Automotive,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72284,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72289,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,POIRINO,Turin,Piedmont
72292,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72308,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72336,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72338,Imported,26 - 30 years,Male,,Materials Science and Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
72344,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,ALESSANDRIA,Alessandria,Piedmont
72345,Imported,20 - 25 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARLETTA,Barletta-Andria-Trani,Puglia
72347,First contact,40 - 45 years,Male,,Other scientific subjects,Five-year degree,[+10],Oil and Gas,2022,,,,,,,,,,,,,FUCECCHIO,Florence,Tuscany
72348,Imported,26 - 30 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72356,Imported,> 45 years,Male,,electronic Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MATERA,Matera,Basilicata
72362,First contact,36 - 40 years,Male,,Mechanical engineering,Five-year degree,[7-10],Automotive,2023,,,,,,,,,,,,,GERMANY,(STATE),(OVERSEAS)
72374,Imported,26 - 30 years,Female,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
72377,Imported,20 - 25 years,Female,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,COGOLETO,Genoa,Liguria
72379,In selection,< 20 years,Male,,Other scientific subjects,High school graduation,[+10],Aeronautics,2023,,,,,,,,,,,,,LONATE POZZOLO,Varese,Lombardy
72380,In selection,< 20 years,Male,,industrial engineering,Three-year degree,[0-1],Others,2022,,,,,,,,,,,,,SORIANO IN CIMINO,Viterbo,Lazio
72382,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
72390,First contact,40 - 45 years,Male,,Mechanical engineering,Three-year degree,[+10],Oil and Gas,2021,,,,,,,,,,,,,ROMANIA,(STATE),(OVERSEAS)
72394,Imported,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TARANTO,Taranto,Puglia
72410,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,FAGAGNA,Udine,Friuli Venezia Giulia
72418,First contact,< 20 years,Female,,Mechanical engineering,Five-year degree,[+10],Others,2022,,,,,,,,,,,,,APRILIA,Latina,Lazio
72426,Imported,31 - 35 years,Female,,Automation/Mechatronics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72440,First contact,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72445,Imported,26 - 30 years,Male,,Other,Five-year degree,[0],,2022,,,,,,,,,,,,,BEINASCO,Turin,Piedmont
72446,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CONVERSANO,Bari,Puglia
72458,First contact,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,MONTALE,Pistoia,Tuscany
72462,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,GARESSIO,Cuneo,Piedmont
72479,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CAGLIARI,Cagliari,Sardinia
72484,In selection,31 - 35 years,Male,,Biomedical Engineering,Five-year degree,[0-1],Life sciences,2022,,,,,,,,,,,24-26 K,26-28 K,NAPLES,Naples,Campania
72496,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72502,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CARLOPOLI,Catanzaro,Calabria
72517,Imported,26 - 30 years,Male,,Telecommunications Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,GINOSA,Taranto,Puglia
72533,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72545,Imported,31 - 35 years,Male,,Electrical Engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,PALO DEL COLLE,Bari,Puglia
72547,In selection,36 - 40 years,Female,,computer engineering,Five-year degree,[1-3],Aeronautics,2023,,,,,,,,,,,26-28 K,,TURIN,Turin,Piedmont
72555,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,LUCOLI,L'Aquila,Abruzzo
72557,First contact,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72561,In selection,20 - 25 years,Male,,Other,High school graduation,[0],Naval,2023,,,,,,,,,,,Not available,Not available,LA SPEZIA,La-Spezia,Liguria
72571,Imported,26 - 30 years,Male,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MONOPOLIES,Bari,Puglia
72573,First contact,< 20 years,Female,,chemical engineering,Five-year degree,[1-3],Automotive,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
72577,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SAREZZANO,Alessandria,Piedmont
72590,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
72616,Imported,26 - 30 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,NAPLES,Naples,Campania
72624,First contact,< 20 years,Male,,computer engineering,Five-year degree,[7-10],Others,2022,,,,,,,,,,,,,CAMERANO,Ancona,Marche
72629,First contact,26 - 30 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0-1],Automotive,2021,,,,,,,,,,,,,FOSSACESIA,Chieti,Abruzzo
72641,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,VILLAR DORA,Turin,Piedmont
72645,First contact,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0-1],,2022,,,,,,,,,,,,,PESCARA,Pescara,Abruzzo
72648,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72652,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ALESSANDRIA,Alessandria,Piedmont
72653,Imported,31 - 35 years,Female,,Biomedical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72671,Hired,> 45 years,Male,,computer engineering,Five-year degree,[7-10],Consulting,2018,2019,Milan,Engineering,Qualified Consultant,[1-3],26-28K,30-32K,Five-year degree,Informatics,Milan,38-40 K,40-42 K,RHO,Milan,Lombardy
72698,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72705,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0-1],Others,2022,,,,,,,,,,,,24-26 K,MAZARA DEL VALLO,Trapani,Sicily
72721,In selection,36 - 40 years,Male,,Chemist - Pharmaceutical,Five-year degree,[+10],Defence,2023,,,,,,,,,,,Not available,Not available,LA SPEZIA,La-Spezia,Liguria
72735,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72748,Imported,20 - 25 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,NOICATTARO,Bari,Puglia
72753,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72762,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BINETTO,Bari,Puglia
72764,Hired,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],Others,2023,2023,Milan,Tech Consulting & Solutions,Advanced Consultant,[0],20-22K,28-30K,Five-year degree,Other,Milan,,,MACHERIO,Monza-Brianza,Lombardy
72790,Imported,26 - 30 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SASSARI,Sassari,Sardinia
72795,Imported,26 - 30 years,Female,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TRINITA',Cuneo,Piedmont
72798,First contact,< 20 years,Female,,Mechanical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,LECCE,Lecce,Puglia
72801,Hired,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],Others,2023,2023,Modena,Tech Consulting & Solutions,Consultant,[0],20-22K,24-26K,Five-year degree,Automotive Engineering,Turin,,,PALERMO,Palermo,Sicily
72804,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72808,First contact,36 - 40 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72810,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,VEDELAGO,Treviso,Veneto
72833,Imported,26 - 30 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72838,First contact,36 - 40 years,Male,,Telecommunications Engineering,Five-year degree,[+10],Consulting,2022,,,,,,,,,,,,,GENOA,Genoa,Liguria
72839,Economic proposal,> 45 years,Male,,Civil/Civil and Environmental Engineering,Five-year degree,[+10],Oil and Gas,2019,,,,,,,,,,,+ 50 K,+ 50 K,ARI,Chieti,Abruzzo
72846,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,VERRES,Aosta,Aosta Valley
72858,Imported,26 - 30 years,Female,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72869,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,FOGGIA,Foggia,Puglia
72875,Imported,20 - 25 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,FLUMERI,Avellino,Campania
72876,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TRAPANI,Trapani,Sicily
72878,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,ANCONA,Ancona,Marche
72882,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,ANCONA,Ancona,Marche
72891,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[3-5],Others,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
72892,QM,> 45 years,Male,,Electrical Engineering,Five-year degree,[+10],Oil and Gas,2022,,,,,,,,,,,,,EGYPT,(STATE),(OVERSEAS)
72893,Imported,26 - 30 years,Female,,chemical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,COSSATO,Biella,Piedmont
72899,First contact,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,LISSONE,Monza-Brianza,Lombardy
72906,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,NEIVE,Cuneo,Piedmont
72920,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,RIETI,Rieti,Lazio
72927,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CITERNA,Perugia,Umbria
